Timestamp,Name,Comment,Language
1:23:20,| kriscy, they beat the game ,en
4:22:59,| もちMochi, ILUNA SWEEPT,en
40:49,| Minaa~, :blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart:,en
28:09,| (New member) boots," the nostalgia, lets go!!!!",en
36:04,| シェーン, PLUS ULTRAAAAA :blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart:,en
1:34:47,| (Member (2 months)) CathyisLeo, :_MariPog::_MariLight::_MariLight::_MariLight:,en
3:47:06,| Ice Prince, DON'T TRIP ON YOUR WAY THERE,en
3:05:27,| vanessa🍖, :purple_heart::purple_heart::purple_heart::purple_heart::purple_heart:,en
3:09:36,| (Member (2 months)) redden,off: :_ShuLove::_ShuLove::_ShuLove:,en
9:41,| (Member (1 month)) Hiiro, :_glowstick1::_glowstick2::_glowstick1::_cheer::_cheer::_cheer::_cheer::_cheer::_cheer:,en
1:00:15,| km s, :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:,en
16:47,| xin yuan_欣愿, :yellow_heart::yellow_heart::yellow_heart:,en
30:19,| Lexia, u urself makes me feel things ren,en
55:38,| 대학입학시계정폭파, :blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart:,en
1:40:14,| (New member) LitaaaTheBagel, CUTEEEEE,en
37:45,| snacks, :orange_heart::orange_heart::orange_heart:,en
14:02,| heartsforleon, :blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart:,en
36:21,| (New member) mars ⛧ 화성, :baguette_bread::baguette_bread::baguette_bread:,en
2:05:39,| 리버, :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:,en
27:32,| Potatolunnar, She means bellybutton,en
2:08:46,| 우왕Uwang, :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:,en
20:49,| Soft PotatoTM, :yellow_heart::yellow_heart::yellow_heart::yellow_heart::yellow_heart::yellow_heart::yellow_heart::yellow_heart::yellow_heart::yellow_heart::yellow_heart::yellow_heart:,en
1:04:21,| Meepers Morpus, melo and luca havent sung yet so,en
26:52,| agnes lim🦊, :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:,en
44:40,| yzabel ♡, :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:,en
29:44,| 96tax, IT'S AN UNIFORM!?,en
2:44:35,| YuanYuan媛媛, :purple_heart::purple_heart::purple_heart::purple_heart::purple_heart:,en
30:23,| Cappythecat [multilangual🚪🔑], nice fork,en
16:00,| (Member (1 month)) Tyler JM, :purple_heart::purple_heart::purple_heart::purple_heart::purple_heart:,en
2:42:36,| (New member) Michifluuus, :_MariLight::_MariLight::_MariLight::_MariLight::_MariLight::_MariLight:,en
2:16:45,| (Member (1 month)) Karini, Water Fina?:_finanaThumbsUp::hydrate:,en
36:36,| (Member (6 months)) Sophia , HOT OMG,en
1:30:09,| (New member) semolina flour, Shu needs to play Valorant with a heart monitor... xD,en
41:26,| Rei 🖊, LET’S GO!!!!!!!!!!!! :blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart:,en
40:28,| (Member (1 month)) yasui, your hand is sopretty,en
34:53,| Jerry, She will finally hit the griddy live on stream,en
2:00:17,| TAGZDG, such a tease god damn it,en
37:56,| Timber, CUUUUUTTEE,en
1:47:13,| 🌤️pHo_O🦁, Lucy :loudly_crying_face::loudly_crying_face::loudly_crying_face::baguette_bread:,en
3:08:17,| sharon, :purple_heart::purple_heart::purple_heart::purple_heart:,en
49:40,| Anna, you waist is thinner then your thighs!,en
34:24,| Evelyn, damn koto :rolling_on_the_floor_laughing:,en
34:31,| Shinchan, :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:,en
1:50:15,| Moby Huge, GOD SEES ALL AND LAGGED THE STREAM,en
1:36:57,| Dechromarlo, :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:,en
2:31,| una!, :blue_heart::blue_heart::blue_heart::blue_heart:,en
45:52,| Selcis, :purple_heart::purple_heart::purple_heart:,en
24:07,| KOakaO, :purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart:,en
2:57:32,| (Member (2 months)) God Rebel, Naruto hand sign please :red_heart: ,en
2:05:16,| Handsome Lopez, Hello how was your nap,en
3:13:07,| (Member (1 month)) あく子_Akukooo, :_heart:,en
18:27,| RadicalFox, Ooooh! that one's super cute!,en
29:13,| (Member (1 month)) CloudCat," thanks sonny :,)",en
4:21:36,| Izmaaa, Homie beds :purple_heart::blue_heart::yellow_heart:,en
31:46,| Ἄννα 🦋[ ʚIt's ANNAɞ ], You are the music? okay,en
1:04:12,| (Member (1 month)) kanae, にゃんにゃんplz:cat::orange_heart:,en
15:59,| khai-y, chuuni petra is cute and cool,en
1:00:26,| (New member) Joyeuse 💙 (@joooyeuse_), THATS WHAT IM SAYING HEX WE HAVEN'T HAD DINNER YET AYO,en
1:55:14,|  ʚkozaɞ , CLAUDE IS THEIR #1 FAN LMAO,en
19:01,| (New member) Haha 💚, :_MiDead::_MiDead::_MiDead:,en
8:49,| (Member (2 months)) Dragon Punch, this is sick,en
5:53:12,| (New member) Marshy, :_YuQHeart::_YuQHeart::_YuQHeart:,en
51:20,| thea thea, :hot_face::hot_face::hot_face::hot_face::hot_face::hot_face::hot_face:,en
8:50,| (New member) 瑋珉 Wei Min, :_EnnaLight::_EnnaLight::_EnnaLight:,en
1:00:21,| (New member) MikaiahRoll, Twitter isn't the best thing,en
28:02,| (Member (6 months)) YuTing Huang, Mysta:_strawberry::_strawberry::_strawberry:,en
1:17:09,| ShadowedReaper, :tongue: allow us,en
3:11:23,| (Member (1 month)) Fire52Light, Peer pressured?,en
15:17,| Alexander ., :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:,en
19:24,| cozycloudberry, :clapping_hands::clapping_hands::clapping_hands::clapping_hands:,en
2:44:23,| SmarterSack, :baguette_bread::purple_heart::baguette_bread::purple_heart::baguette_bread:,en
1:09:57,| IUfanBOY," eye contact but i""m Shy",en
3:27:12,| shin, FIRST SECOND AND THIRD YEARS!!!!,en
0:58,| (New member) Maya Saleh, Lovely to see you again!,en
45:24,| soybean, :purple_heart::purple_heart::purple_heart:,en
1:52:19,| miloxo, :orange_heart::purple_heart::orange_heart::purple_heart:,en
1:43:29,| reii , :baguette_bread::green_heart::baguette_bread::orange_heart:,en
41:13,| (New member) 暖nav, :face_with_symbols_on_mouth::face_with_symbols_on_mouth::face_with_symbols_on_mouth::face_with_symbols_on_mouth:,en
1:23:49,| Pangolin_AED, ITS TO PRETTY,en
6:14,| (New member) 라야, :_glowstick1::_glowstick1::_cheer::_glowstick2::_glowstick2:,en
11:43,| Ariel_KM, SHOW THE LEFT ONE,en
2:20:10,| (New member) Luli, Clippers clip that!!:_MariPog::_MariPog:,en
4:28:48,| Griffinman, VANTA ITS NOVEMBER 11TH BRO,en
15:13,| lucky dog, :purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart:,en
2:02:37,| (New member) Steel Pampers, CLAWMARK,en
24:44,| (Member (2 months)) snowfeathers, :_glowstick1::_cheer::_glowstick2:,en
42:11,| Natsu2U, i appreciate the hug! So soothing!,en
45:42,| comodoこもど, :red_heart::red_heart::red_heart:,en
15:11,| (New member) 🍌🍌咸鱼maiya-.-, :_clawmarkShocked:AY AY AY AY,en
14:40,| jayjay, :yellow_heart::yellow_heart::yellow_heart::yellow_heart:,en
2:07:31,| (New member) Scar 5155, sounds good :_finanaBlush::_finanaBlush::_finanaBlush:,en
46:19,| Mayu Supadari, :purple_heart::purple_heart::purple_heart::purple_heart:,en
34:28,| (Member (2 months)) sari, i cant handle this:_lucubOMEGALUL:,en
13:57,| (Member (6 months)) Anita W., Good luck:_cheer:,en
1:17:25,| (Member (2 months)) Hausea, :_ikecry::_ikecry::_ikecry:,en
3:10:01,| Joe Carpenter," Thanks so much Shu and Doppio, love this tournament",en
1:54:16,| Stark, i'm gonna freak it made me lost it :face_with_tears_of_joy:,en
2:48:57,| Linh, :yellow_heart::yellow_heart::green_heart::sparkling_heart:,en
59:14,| N7 Crow, most of the time they do it because you're an asshole. just don't be an asshole,en
0:55,| Mister Zoo, wow the picture is so cute,en
1:29:25,| Ysy • (Easy), :clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:,en
-0:07,| (New member) Enzo, :_hexLove::_hexLove:,en
12:38,| Devonella, :baguette_bread::baguette_bread::baguette_bread:,en
18:54,| Viko, :purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart:,en
2:58:12,| (Member (6 months)) Ms. Dalia, :_verLaugh::_verLaugh:,en
13:10,| Ramen Cat, Loving the lore,en
24:41,| (Member (2 months)) Sylvia Green, :_AlbanBlessed::_AlbanBlessed::_AlbanBlessed:,en
1:46:03,| Fererero, :purple_heart::purple_heart::purple_heart:,en
56:43,| (New member) Mayちゃん, ooh diff outro bgm,en
3:53:31,| (Member (2 months)) Angus MacGyver," oh great, she found it",en
13:07,| azi, there's an apple mangoo,en
2:28:15,| IzAdge, cocussy?!,en
33:25,| Y, :orange_heart::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart:,en
3:25:22,| 曉梨 Lin, :loudly_crying_face::loudly_crying_face:,en
1:08:21,| Quinn, Show face! Lol,en
5:28,|  ~ ɪ ɴ ᴋ ɢ ᴀ ᴄ ʜ ᴀ ~, I’ve been waiting for this stream since the debuts,en
1:06:42,| Dee, the smile-,en
2:26:17,| Phadie, I remember that!!!!,en
4:16,| Vanidestine, But it’s 8:03AM!:smiling_face_with_tear:,en
7:40,| Jejo Sauce, You should probably have a cap yeah honestly :face_with_tears_of_joy: ,en
1:50:52,| moon star, susan stop:buffering:,en
24:42,| SPIRIT_Zendru, HOPE IN THE DARK LETS GOOO,en
2:32:50,| Blessence Taylor, my mom is cooking thanksgiving dinner so i guess i am not eating,en
1:18:52,| (Member (6 months)) Aki [DS_ST], thanks Selephim,en
15:00,| (Member (2 months)) moe, very cute、、、、、□,en
2:47:50,| Deluna, :purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart:,en
5:38:10,| (Member (2 months)) dani, :_YuQHeart::_YuQHeart::_YuQHeart:,en
1:03:54,| Tomo, :blue_heart::purple_heart::blue_heart::purple_heart::blue_heart::purple_heart::blue_heart::purple_heart:,en
15:59,| diiire, :purple_heart::purple_heart::purple_heart:,en
15:58,| Ash 【SnowLeopardVT】, TSKR ,en
1:11:49,| TURBORACER99, @Mordekai The Iron Revenant :moai:IRON WILL,en
7:37,| (New member) Pinky Tone, AWWWW CUTE,en
56:21,| Kuirbi, :place_of_worship::place_of_worship::place_of_worship::place_of_worship:,en
55:04,| (New member) Amka, :_MariPog::_MariPog::_MariPog:height check,en
58:39,| (New member) Hai !! 🌼, ice cream cone with a spoon,en
46:33,| (Member (6 months)) Soff(ucking) DONE, TAHNK YOU PRODUCER SANNN,en
25:49,| STAY, :baguette_bread::baguette_bread::baguette_bread::baguette_bread:,en
37:13,| ackerdaddy, SHU TOPMINO,en
1:13:04,| TheOtakuness, WE'RE PLAYING HORROR MODE ,en
2:15:45,| ミシェル [Michelle], OK boss,en
18:13,| Mia tu, hat so cute,en
13:58,| (Member (6 months)) squirtle jang, :_ScarlHrt::_GlowR:□:_GlowL::_ScarlHrt:,en
10:33,| nanako, :purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart:,en
24:20,| Evertiart, is this fr?,en
51:27,| p87, :roll_of_paper::baguette_bread::roll_of_paper::baguette_bread::roll_of_paper::baguette_bread:,en
1:29,| Himari🌸💗, :heart_exclamation::roll_of_paper::heart_exclamation::roll_of_paper::heart_exclamation::roll_of_paper::heart_exclamation:,en
38:14,| PogAltro, :baguette_bread::baguette_bread::baguette_bread:,en
31:19,| Vivvid_ly, makin me ascend to the heavens SIR UR HIGHNOTES:folded_hands:,en
9:51,| (New member) AoiSora, :_sonnyBlush::_sonnyBlush::_sonnyBlush:,en
10:40,| Noir Stormberry, Let’s gooo woooo:partying_face::partying_face:,en
14:35,| j, my fireeee,en
23:23,| Locke Mars, What's gonna Happen to Millie's Hat without the Hat?,en
2:07:22,| (Member (6 months)) Appopo, :folded_hands:Reimu's back:folded_hands:,en
23:32,| Shanney, :clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:,en
3:18:49,| Darla Bubbles , :baguette_bread::baguette_bread::baguette_bread::baguette_bread:,en
5:23:38,| (Member (2 months)) Kanata Katagiri [MFG GT86 Racer], willy its 5 hrs now,en
3:10:55,| (Member (1 month)) Dataconsumed, thank you for everything,en
21:31,| Evelyn Campilan, :clapping_hands::clapping_hands::clapping_hands::clapping_hands:,en
1:20:54,| (New member) Abysmal, They’re both fun to play,en
56:37,| (New member) jintama, :_hexSadge2::_hexSadge2::_hexSadge2: WAIT THE KISSESS,en
3:08:01,| JIA JIA, :purple_heart::purple_heart::purple_heart::purple_heart:,en
33:58,| marian ~, ouchie :face_with_head_bandage:,en
1:45:24,| TH-N cartoon'🐣, :baguette_bread::baguette_bread::baguette_bread::baguette_bread:,en
21:26,| Luvely, Do you need some too? :smirking_face: ,en
1:07:48,| Vuong Khue, the voice change lmao,en
2:08:26,| Wolfe, i had a wonderful time :red_heart: :red_heart: ,en
11:29,| Chanh Chanh, Ômg:purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::heart_on_fire:,en
52:46,| Adrian Sander, please show us your majestic glory,en
1:11:50,| Akane, baby wilson.....,en
34:32,| Thaddaeus Tan, FACE FACE FACE FACE,en
16:04,| Gwenyy, the shoes,en
2:36:41,| Male Enjoyer 💙, oh my god how do people not.....nvm,en
43:16,| (Member (2 months)) Fliux, sonny and aia?,en
55:10,| 和住緑酒(wazumi ryokusyu), ！！！　好きな曲だ！:loudly_crying_face::yellow_heart::yellow_heart::yellow_heart:,en
6:46,| Xxyanie01, :face-red-heart-shape:,en
1:23:57,| (New member) •SAYAKA•, CLAWMINOOOO,en
31:39,| (Member (2 months)) aiyana〃, :_YuQStick::_YuQStick::_YuQStick:,en
1:50:26,| (New member) Hawu, HOW AM I SUPPOSED TO SNUGGLE YOU WHEN IMMELTING HEREEE :_hexSadge2::_hexSadge2::_hexSadge2:,en
1:00:51,| (New member) sannyaaaaa, ehehe so cute,en
51:56,| corri, :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:,en
2:12:48,| RRAAAAAAA, WHEN UR NOT EVEN FOLLOWING THE RULES TO BE IN A CLASS AS A PREFECT,en
1:17:36,| (Member (2 months)) myana, fight fight fight:_UkiWoo1:,en
39:07,| (Member (1 month)) Heizeru Chan, :_MillieHeart::_MillieHeart::_MillieHeart::_MillieHeart::_MillieHeart::_MillieHeart::_MillieHeart:,en
1:55:45,| natsubaki, :purple_heart::orange_heart::purple_heart::orange_heart:,en
56:44,| beige_on_tan, we are in dangerous territory friends lmaooo,en
1:49,| (New member) れre ‘sahyii’, you got this :_hexLove::_hexLove:,en
33:37,| MikaiahRoll, I see them,en
1:18:12,| Catsalt, water droplet mouth noises are really cool,en
17:00,| (Member (1 month)) Pinktiggy101, :_roseLaugh:,en
36:06,| (Member (6 months)) SliceSabre, Rough and fast :_finanaCool::_finanaCool:,en
3:49:36,| Kodamakido, THE MUSIC:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,en
15:29,| Ultra Vainilla, im falling sleep oh nyooo,en
3:41:58,| (Member (6 months)) Sweet_Tori, ice cream sound good right now. Despite that it's cold where I am,en
6:17,| sharon, I’m gonna cry:loudly_crying_face::loudly_crying_face::loudly_crying_face:,en
11:47,| Vash, where flipper,en
2:51:04,| (New member) Smart Porcupine, safety is sexy,en
21:25,| (New member) ~Mallory~, hes so sweet,en
33:59,| (New member) Marshy," ""the scissor looking mfers""",en
24:51,| Raiarin Ch., I can’t- :face_with_tears_of_joy::loudly_crying_face:,en
1:52:40,| (New member) Luli, :_MariLight::_MariLight::_MariLight::_MariLight::_MariLight::_MariLight:,en
8:34,| Gabbs, :elbowcough::elbowcough::elbowcough::elbowcough:,en
7:46,| MinMio, LET'S GOOO:purple_heart::purple_heart:,en
1:15:52,| みこ, :blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::purple_heart:,en
1:06:08,| (Member (1 month)) Akazukin, THANK U SHU:_ikecry:,en
2:35:14,| Winnie,-D:  Nooooo:smiling_face_with_tear:,en
1:20:46,| (New member) vampilina frost, turn off the camera or change screens?,en
3:14:17,| Zane Koji, :clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:,en
55:52,| (Member (2 months)) Pun Blake, :_MillieHeart: :_MillieHeart: :_MillieHeart: ,en
17:19,| 🍪cookie, :black_heart::black_heart::black_heart:,en
3:07:55,| (New member) Sakura, im crying :face-purple-crying::face-purple-crying::face-purple-crying:,en
0:33,| 「blue berry」, :dizzy::purple_heart::dizzy::purple_heart::dizzy::purple_heart::onion::onion::onion::onion::onion:,en
1:08:16,| mei, 🥹:baguette_bread:,en
38:44,| (Member (6 months)) celine lin, :_Thigh::_Thigh::_Thigh:,en
4:48:54,| 8bit Star, TTT SWEEEEP!!!,en
1:03:39,| Sonteya, i feel like I'm watching a kdrama this is great lol,en
17:31,| Gemini_ish, :face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:,en
34:27,| (Member (2 months)) Laniakii🌙, LMAO:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:,en
3:26:20,| Dante 【Oh Nyoo】, we love you aswell!:red_heart::red_heart:,en
17:27,| 𝗗𝗶𝗳𝗳, ARE U RUBBING THE MIC,en
19:36,| Yowai nee, :blue_heart::blue_heart::blue_heart::blue_heart:,en
18:04,| honeyy, that's so prettyyy!!,en
2:50:28,| Odette, Jiyu’s animation is so cute,en
7:37,| Om Socheata , :blue_heart::blue_heart::blue_heart::blue_heart:,en
29:35,| Sauce, ayo waist tho,en
1:03:14,| KA54, BARK BARK BARK BARK,en
0:07,| Mimic_Mae, Remember the normal rules apply to this stream!!!,en
3:19,| Sunwyl, :blue_heart::blue_heart::blue_heart::blue_heart::blue_heart:,en
3:16:46,| Azeraii, WE ARE VALORANT WE ARE FIGHTERS,en
21:18,| BurninLikeFIYAH, NNN IS OVER CHATTO,en
6:40,| (New member) Lida, MA GAWD THIS IS THE BEST,en
1:24:59,| LittleKitten404," I feel so relaxed. I can't sleep rn, but I'm going to just lay here and enjoy this. Thank you so much Milord :red_heart:",en
1:01:48,| sky, :clapping_hands::clapping_hands:,en
2:28:50,| jazz, :baguette_bread::baguette_bread::baguette_bread::baguette_bread:,en
2:07:22,| erin , :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:,en
3:26:41,| (New member) Galistya Cittarasmi, love you too everyoneeeee,en
15:43,| Nanatsuki, :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:,en
56:07,| iamkedz, :face-blue-smiling::face-blue-smiling::face-blue-smiling:,en
13:01,| AllyRex63, :ring:🫶:rainbow:🫘,en
43:47,| VANESSA CHOI, Have hands nowwww,en
2:19:01,| Horizon, Keeping it scuff lmaooo,en
2:09:35,| MaraJL., lmao is she ok?,en
3:02:38,| Fliux, :clapping_hands::clapping_hands::clapping_hands:,en
1:26:29,| (Member (2 months)) Shuubeans, no showering,en
22:02,| ❁PURPLE MAGIC❁, POP OFF KING :crown:,en
1:14:57,| Dhian Prameswari, :face-red-heart-shape::face-red-heart-shape:,en
28:20,| (Member (6 months)) Shigerd, what a great day to be an ice cube,en
58:15,| Zane Kudo, I’m at my limit chat,en
51:38,| Hoshi Aki, :loudly_crying_face::blue_heart::loudly_crying_face::blue_heart::loudly_crying_face::blue_heart::loudly_crying_face::blue_heart::loudly_crying_face::blue_heart:,en
1:01:38,| Sarkhan Vol,  the ending so CUUUUTEE,en
1:08:19,| (Member (2 months)) Seeker Scorpio, how deep is that? You can't really bathe in it,en
7:53,| 阿蝦, happy birthday!!!:red_heart::red_heart::red_heart::red_heart:,en
1:32:27,| Qirre, :orange_heart::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart:,en
10:42,| Kira, :baguette_bread::baguette_bread::baguette_bread:,en
1:06:31,| Illogic Bomb," Man, Kyo bringing all 5 ft of his wrath, terrifying",en
2:47:06,| Uranus, :purple_heart::yellow_heart:,en
1:33:26,| Oriaj Syno, He’s lost again…,en
31:56,| (Member (2 months)) Yukitari, :_ShuRec::_ShuRec:,en
26:22,| I love fu-chan's kettle laugh, Arigathanks MAMA,en
55:33,| OddSubaru, Drip Check,en
3:08:21,| JUN JUNʕ •ᴥ•ʔ, :purple_heart::purple_heart::purple_heart::purple_heart:,en
50:04,| Xenon _zR, Soft bitterness perfect blend,en
3:05:25,| jullissa, :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,en
4:12:07,| alexiiisss, BOUT TO GET YOUR ASS BEAT W A BAG OF MILK,en
16:23,| Amir Last, CUTE,en
45:49,| WHAT IN M, :blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::ring::ring::ring::ring::ring::fire::fire::fire::fire::fire::fire:,en
3:18:53,| (New member) Hoshiyomi," aww, that's deep",en
45:17,| Jessie, :blue_heart::blue_heart::blue_heart::blue_heart::blue_heart:,en
2:07:48,| Deraru's World, oh no :face_with_tears_of_joy:,en
47:36,| (Member (6 months)) Blamade, :_MillieHeart::_MillieHeart::_MillieHeart:,en
22:02,| もえそちゃん(moeso-chan), :baguette_bread::baguette_bread::baguette_bread:,en
23:32,| G GIGI, the design is so beautiful,en
2:47:05,| FFumn, :smiling_face::smiling_face::smiling_face::baguette_bread::baguette_bread::baguette_bread:,en
5:11:23,| Mochii, :purple_heart::blue_heart::yellow_heart:,en
51:39,| SPIRIT_Zendru, :blue_heart::purple_heart::blue_heart::purple_heart::blue_heart::purple_heart::blue_heart::purple_heart::blue_heart::purple_heart::blue_heart:,en
3:06:59,| Leon Elle, 20 person collab sounds so chaotic ,en
25:00,| woctus / 思無邪," wait, is that a penguin??",en
2:11:23,| Misosoup🧸, :clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::skull::clapping_hands::clapping_hands::clapping_hands::clapping_hands::cockroach:,en
1:34:11,| (Member (2 months)) Koji-kun," woah, wilson!",en
1:23:45,| あけ(ake), :purple_heart::purple_heart::purple_heart:,en
2:16,| (Member (2 months)) nerurA, :_YuQArson::_YuQArson::_YuQStick:,en
32:53,| (Member (6 months)) Punishing Clown -Not Otto-, Palpatine: DO IT!,en
1:07:55,| Dr. S. Shenanigans, Disgusted Face,en
28:01,| My Võ," you say ""I Love You "" please :pleading_face::growing_heart::growing_heart::growing_heart::growing_heart::growing_heart::growing_heart::growing_heart::growing_heart::growing_heart::growing_heart::growing_heart::growing_heart::growing_heart::growing_heart::growing_heart::growing_heart::growing_heart::growing_heart:",en
50:48,| (New member) RadicalFox, Staff-san are good sports! lol,en
25:42,| flameing espreso (forever a kyomie)🤟🔮, :face-purple-smiling-tears::face-purple-smiling-tears::face-purple-smiling-tears:,en
29:41,| Nanami Takagi," Boss, please:face-blue-smiling::face-blue-smiling::face-blue-smiling:",en
5:17:59,| coolcookie -, BYEEEEE :purple_heart::blue_heart::yellow_heart:,en
38:43,| juls., HE DID THIS INSTRUMENTAL EXCUSE ME??????:loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face:,en
38:11,| jae, SLAMMING MY CREDIT CARD,en
2:40:07,| Maruko ·まるこ, :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:,en
31:42,| ゆはな, :yellow_heart::yellow_heart::yellow_heart:,en
34:52,| (New member) no bIiss, :clapping_hands::clapping_hands::clapping_hands:,en
1:47:00,| m i k o 🔮, :purple_heart::purple_heart::purple_heart:,en
2:47:59,| Katherine Richardson," i started with luxiem, i'm so happy i'm here now!",en
2:11:31,| m i k o 🔮, :orange_heart::purple_heart::orange_heart::purple_heart:,en
1:11:58,| lei, THERES MORE,en
13:43,| (Member (2 months)) IceCube🧊, :_glowstick1::_glowstick1::_cheer::_glowstick2::_glowstick2:,en
38:19,| melon93, THE ELECTTRIC GUITARRRRRRRRR,en
18:49,| (Member (1 month)) Goose, bro is STALLING,en
47:57,| (Member (6 months)) Johnny Lacone, :_MillieHeart::_MillieHeart::_MillieHeart:,en
1:52:54,| (Member (6 months)) Justa Fan, it's ok I don't want to escape:_finanaLUL:,en
52:41,"| (Verified, Moderator) Aia Amare 【NIJISANJI EN】", oh nyoooo! not the brain fog!!!!,en
22:35,| (Member (1 month)) alys, :orange_heart::purple_heart::orange_heart::purple_heart::orange_heart::purple_heart::orange_heart::purple_heart:,en
39:16,| 狐夜【Koyo】, :blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart:,en
1:00:04,| Whispering Wind, Wooah,en
5:15:25,| 海 (umi), crowtsuuu,en
2:17:21,| Berry Life ♡, catch you,en
50:06,| (Member (6 months)) Cobalnite, how about sleeping on top of the mic?,en
1:31:46,| Viaaa, omgg the twitterrrr full of reimu wowwww,en
1:26:51,| Sonteya, to sober up?,en
2:19:24,| Kamodomon, And the bow is really cute,en
25:46,| Nuyoah, :yellow_heart::yellow_heart::yellow_heart::yellow_heart::yellow_heart:,en
2:58:14,| (New member) Siana☆, THEY ARE EATING THIS UP,en
26:14,| 十一, :orange_heart::orange_heart::orange_heart::orange_heart:,en
15:08,| (New member) オリ, :_sonnyLight::_sonnyLight::_sonnyLight:,en
57:25,| pappo, YOU'RE UNDER ARREST,en
2:25:43,| (New member) Jeanessa, IM GLAD YOUR ARE GOOD,en
52:49,| (New member) ぬま, :_sonnyLight::_sonnyLight::_sonnyLight:,en
1:52:32,| (New member) Moririn, what,en
1:36:21,| Erynn Animates, It looked cute lol,en
2:21:49,| (New member) doris, :_MariLight2::_MariPog::_MariLight2::_MariLight::_MariPog::_MariLight:,en
10:37,| (New member) chamilktea, :_sonnyLight::_sonnyLight:,en
14:57,| HYE헤, :face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:,en
4:18,| Cherry!, YESS U GOT THIS,en
27:48,| Fizzy_Frizzy, :orange_heart::blue_heart::orange_heart::blue_heart::orange_heart::blue_heart::orange_heart::blue_heart::orange_heart::blue_heart::orange_heart::blue_heart::orange_heart::blue_heart::blue_heart::blue_heart::orange_heart::blue_heart::orange_heart::blue_heart::orange_heart:,en
2:55:01,| Yupew, :yellow_heart::purple_heart::yellow_heart::purple_heart::yellow_heart::purple_heart:,en
38:47,| tsuri 🐟, I'M SAT. :flushed_face:,en
2:44:06,| (New member) pigeon, :_heart::_heart::_heart:,en
3:06:17,| THE KUGA! 🐣, Guys don't break stuffs nya,en
